Frequenza,Territorio,Indicatore,Rito di celebrazione del matrimonio,Anno di nascita,Età al matrimonio,Stato civile,Anno di cessazione precedente matrimonio,Durata vedovanza/divorzio,Titolo di studio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,17 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,17 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,18 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,18 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999 e precedenti,19 anni e più,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,14 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,15 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,15 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,16 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,16 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,17 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,17 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,18 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000,18 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2000 e precedenti,19 anni e più,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,13 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,14 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,14 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,15 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,15 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,16 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,16 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,17 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,17 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,18 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001,18 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2001 e precedenti,19 anni e più,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,12 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,13 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,13 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,14 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,14 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,15 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,15 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,16 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,16 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,17 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,17 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,18 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002,18 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2002 e precedenti,19 anni e più,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,11 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,12 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,12 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,13 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,13 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,14 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,14 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,15 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,15 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,16 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,16 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,17 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,17 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,18 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003,18 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2003 e precedenti,19 anni e più,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,10 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,11 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,11 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,12 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,12 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,13 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,13 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,14 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,14 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,15 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,15 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,16 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,16 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,17 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,17 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,18 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004,18 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2004 e precedenti,19 anni e più,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,10 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,10 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,11 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,11 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,12 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,12 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,13 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,13 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,14 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,14 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,15 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,15 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,16 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,16 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,17 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,17 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,18 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,18 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005,9 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2005 e precedenti,19 anni e più,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,10 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,10 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,11 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,11 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,12 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,12 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,13 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,13 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,14 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,14 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,15 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,15 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,16 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,16 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,17 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,17 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,18 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,8 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,9 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2006,9 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,10 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,10 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,11 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,11 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,12 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,12 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,13 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,13 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,14 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,14 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,15 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,15 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,16 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,16 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,17 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,7 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,8 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,8 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,9 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2007,9 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,10 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,10 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,11 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,11 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,12 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,12 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,13 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,13 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,14 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,14 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,15 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,15 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,16 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,6 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,7 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,7 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,8 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,8 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,9 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2008,9 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,10 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,10 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,11 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,11 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,12 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,12 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,13 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,13 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,14 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,14 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,15 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,5 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,6 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,6 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,7 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,7 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,8 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,8 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,9 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,2009,9 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
