Frequenza,Territorio,Indicatore,Rito di celebrazione del matrimonio,Anno di nascita,Età al matrimonio,Stato civile,Anno di cessazione precedente matrimonio,Durata vedovanza/divorzio,Titolo di studio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,10 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,10 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,11 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,12 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,13 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,14 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,15 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,16 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,17 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,18 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,2 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,3 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,4 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,5 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,6 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,7 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,8 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2018,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2019,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2020,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2021,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2022,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2023,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,17 anni,divorziata/o,tutte le voci,9 anni,totale,2024,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1996,18 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1996 e precedenti,19 anni e più,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1997,17 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1997,18 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1997,18 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1997 e precedenti,19 anni e più,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1998,16 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1998,17 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1998,17 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1998,18 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1998,18 anni,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1998 e precedenti,19 anni e più,totale,2017,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,15 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,16 anni,totale,2015,0,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,18-19 anni,divorziata/o,1999,16 anni,totale,2016,0,,24_447_DF_DCIS_SPOSI_3
