Frequenza,Territorio,Indicatore,Rito di esaurimento,Periodo tra la separazione e l'iscrizione a ruolo del procedimento,Modalità di esaurimento,Con figli affidati,Durata del matrimonio,Anno di matrimonio,Numero di figli,Coniuge che ha presentato la domanda di divorzio con rito giudiziale,Tipo di affidamento,Numero di figli affidati,Età dei figli affidati,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,6127,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,5785,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,5144,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,5679,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,5627,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,48,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,46,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,41,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,44,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,21,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,38,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,35,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,1002,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,1311,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,1237,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,1040,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,773,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,1042,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,1071,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,1780,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,2246,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,2135,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,1781,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,1338,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,1782,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,1737,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,730,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,889,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,857,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,697,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,544,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,702,,27_814_DF_DCIS_DIVFIG_10
annuale,Lazio,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,630,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,7219,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,7548,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,7373,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,7931,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,7525,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,8507,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,8629,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,164,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,133,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,91,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,72,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,57,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,71,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,94,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,1625,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,1553,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,1846,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,1898,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,1877,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,2092,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,1828,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,2987,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,2937,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,3354,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,3519,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,3337,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,3705,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,3416,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,1198,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,1251,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,1417,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,1549,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,1403,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,1542,,27_814_DF_DCIS_DIVFIG_10
annuale,Sud,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,1493,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,931,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,992,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,889,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,1049,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,968,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,1128,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,1101,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,11,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,14,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,7,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,14,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,6,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,10,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,5,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,226,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,181,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,200,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,216,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,215,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,205,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,188,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,385,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,323,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,359,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,419,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,371,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,383,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,359,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,148,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,128,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,152,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,189,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,150,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,168,,27_814_DF_DCIS_DIVFIG_10
annuale,Abruzzo,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,166,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,163,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,181,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,175,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,152,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,187,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,171,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,231,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,4,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,1,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,6,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,1,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,0,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,1,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,6,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,30,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,34,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,33,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,27,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,30,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,37,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,26,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,58,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,74,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,65,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,46,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,54,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,78,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,49,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,24,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,39,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,26,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,18,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,24,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,39,,27_814_DF_DCIS_DIVFIG_10
annuale,Molise,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,17,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,3040,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,3106,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,2925,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,2989,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,2779,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,3237,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,3107,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,120,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,82,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,53,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,30,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,34,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,31,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,23,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,639,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,679,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,826,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,778,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,760,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,912,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,705,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,1259,,27_814_DF_DCIS_DIVFIG_10
annuale,Campania,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,1276,,27_814_DF_DCIS_DIVFIG_10
