Frequenza,Territorio,Indicatore,Rito di esaurimento,Periodo tra la separazione e l'iscrizione a ruolo del procedimento,Modalità di esaurimento,Con figli affidati,Durata del matrimonio,Anno di matrimonio,Numero di figli,Coniuge che ha presentato la domanda di divorzio con rito giudiziale,Tipo di affidamento,Numero di figli affidati,Età dei figli affidati,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,1527,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,1525,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,1434,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,1635,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,1081,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,1395,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,1474,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,442,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,684,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,689,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,617,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,671,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,479,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,593,,27_945_DF_DCIS_DIVFIG1_8
annuale,Toscana,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,601,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,605,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,1030,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,704,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,853,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2019,803,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2020,730,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2021,877,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2022,829,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2015,2,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2016,7,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2017,0,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2018,1,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2019,0,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2020,10,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,3,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,0,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,116,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,212,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,145,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,159,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,213,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,167,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,209,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,200,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,211,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,340,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,255,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,318,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,346,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,292,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,349,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,293,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,93,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,121,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,110,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,158,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,134,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,114,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,137,,27_945_DF_DCIS_DIVFIG1_8
annuale,Umbria,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,92,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,1217,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,1473,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,1504,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,1635,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2019,1546,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2020,1244,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2021,1584,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2022,1479,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2015,15,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2016,35,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2017,27,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2018,12,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2019,13,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2020,7,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,20,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,8,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,264,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,196,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,282,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,376,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,414,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,299,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,371,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,392,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,456,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,420,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,563,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,705,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,708,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,503,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,641,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,650,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,178,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,189,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,255,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,317,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,281,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,196,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,250,,27_945_DF_DCIS_DIVFIG1_8
annuale,Marche,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,250,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,6130,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,6308,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,6225,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,6060,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2019,5726,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2020,3893,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2021,5418,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2022,5635,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2015,39,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2016,31,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2017,18,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2018,25,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2019,31,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2020,20,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,52,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,24,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,1425,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,1419,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,1363,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,1327,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,1521,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,1213,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,1444,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,1528,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,2419,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,2428,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,2351,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,2186,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,2595,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,1942,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,2380,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,2342,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,955,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,978,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,970,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,834,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,1043,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,709,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,885,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lazio,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,790,,27_945_DF_DCIS_DIVFIG1_8
annuale,Sud,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,9943,,27_945_DF_DCIS_DIVFIG1_8
annuale,Sud,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,12205,,27_945_DF_DCIS_DIVFIG1_8
annuale,Sud,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,12442,,27_945_DF_DCIS_DIVFIG1_8
annuale,Sud,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,13166,,27_945_DF_DCIS_DIVFIG1_8
