Frequenza,Territorio,Indicatore,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,121,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,106,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2015,307.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2016,358.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2017,344.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2018,345.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2019,336,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2020,266.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2021,329.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2022,305.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2015,694,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2016,732,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2017,703,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2018,714,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2019,726,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2020,809,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2021,642,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2022,689,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2015,105,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2016,92,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2017,94,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2018,89,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2019,85,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2020,98,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2021,80,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2022,79,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,38,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,39,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,40,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,43,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,130,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,113,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,114,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,109,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,104,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,122,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,96,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,95,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2015,308.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2016,323.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2017,330.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2018,318.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2019,319.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2020,277.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2021,306,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2022,284.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-est,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2015,612,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2016,684,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2017,494,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2018,563,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2019,476,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2020,626,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2021,411,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione giudiziale (in giorni),2022,406,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2015,47,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2016,52,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2017,55,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2018,71,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2019,70,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2020,89,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2021,44,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale (in giorni),2022,65,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,36,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,35,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,36,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,38,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,36,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,39,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,49,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,57,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,62,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,83,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,79,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,104,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,46,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,77,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2015,299.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2016,318.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2017,287.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2018,291.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2019,300.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2020,257.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2021,254.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,separazioni concesse rispetto ai coniugati (valori per centomila),2022,250.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2019,0.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2020,0.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2021,0.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Bolzano / Bozen,tasso di separazione rispetto agli abitanti (valori per mille),2022,0.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2015,599,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2016,495,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2017,534,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2018,458,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2019,573,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2020,870,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2021,563,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione giudiziale (in giorni),2022,505,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione consensuale (in giorni),2015,95,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione consensuale (in giorni),2016,103,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione consensuale (in giorni),2017,98,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione consensuale (in giorni),2018,105,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione consensuale (in giorni),2019,108,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Provincia Autonoma Trento,durata media del procedimento di separazione consensuale (in giorni),2020,143,,27_474_DF_DCIS_SEPARAZIND1_1
