Frequenza,Territorio,Indicatore,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Nord-ovest,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,46,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,44,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,138,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,131,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,134,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,136,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,119,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,139,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,113,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,111,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2015,314.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2016,362.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2017,353.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2018,368.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2019,354.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2020,286.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2021,345.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,separazioni concesse rispetto ai coniugati (valori per centomila),2022,316.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Nord-ovest,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2015,618,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2016,624,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2017,618,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2018,656,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2019,671,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2020,671,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2021,678,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione giudiziale (in giorni),2022,689,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2015,154,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2016,131,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2017,134,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2018,129,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2019,88,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2020,100,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2021,82,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale (in giorni),2022,98,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,39,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,45,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,43,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,47,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,189,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,166,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,172,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,160,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,110,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,124,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,98,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,124,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2015,308,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2016,344.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2017,350.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2018,402,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2019,374.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2020,311.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2021,362.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,separazioni concesse rispetto ai coniugati (valori per centomila),2022,326.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Piemonte,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2015,435,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2016,400,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2017,467,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2018,558,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2019,636,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2020,561,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2021,516,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione giudiziale (in giorni),2022,434,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2015,57,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2016,73,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2017,70,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2018,84,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2019,62,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2020,87,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2021,70,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale (in giorni),2022,55,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,32,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,35,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,36,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,35,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,35,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,69,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,86,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,84,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,101,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,73,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,110,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,81,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,65,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2015,384.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2016,433.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2017,374.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2018,388.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2019,455.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2020,302.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2021,399.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,separazioni concesse rispetto ai coniugati (valori per centomila),2022,365.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2019,2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2015,791,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2016,726,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2017,686,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2018,664,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2019,772,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2020,699,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2021,737,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2022,631,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2015,111,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2016,108,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2017,120,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2018,110,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2019,105,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2020,121,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2021,91,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2022,90,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,38,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,39,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,48,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,50,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,45,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,46,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,40,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,133,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,127,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,145,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,129,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,125,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,155,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,109,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,113,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2015,370.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2016,438.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2017,420.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2018,422,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2019,411.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2020,344.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2021,391.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2022,362.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2016,2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2015,639,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2016,633,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2017,610,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2018,627,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2019,689,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2020,744,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2021,718,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2022,711,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2015,97,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2016,97,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2017,99,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2018,102,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2019,100,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2020,114,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2021,100,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2022,86,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,38,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,50,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,42,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,43,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,46,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,45,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,116,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,117,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,116,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,126,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,123,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lombardia,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,144,,27_474_DF_DCIS_SEPARAZIND1_1
